event,type,time,stamp,data0,data1,data2
354,android.sensor.heart_rate,2022-11-18T12:22:57.200,404050180582829,75.42615,0.0,0.0
355,android.sensor.heart_rate,2022-11-18T12:22:58.212,404051175129980,75.33069,0.0,0.0
356,android.sensor.heart_rate,2022-11-18T12:22:59.186,404052170506004,75.293365,0.0,0.0
357,android.sensor.heart_rate,2022-11-18T12:23:00.208,404053166061701,75.2845,0.0,0.0
358,android.sensor.heart_rate,2022-11-18T12:23:01.131,404054161169135,75.2845,0.0,0.0
359,android.sensor.heart_rate,2022-11-18T12:23:02.172,404055156763848,75.26149,0.0,0.0
360,android.sensor.heart_rate,2022-11-18T12:23:03.163,404056152193289,75.076126,0.0,0.0
361,android.sensor.heart_rate,2022-11-18T12:23:04.163,404057146832217,74.90947,0.0,0.0
362,android.sensor.heart_rate,2022-11-18T12:23:05.162,404058141846676,74.755035,0.0,0.0
363,android.sensor.heart_rate,2022-11-18T12:23:06.156,404059137247117,74.69183,0.0,0.0
364,android.sensor.heart_rate,2022-11-18T12:23:07.122,404060133262207,74.69183,0.0,0.0
365,android.sensor.heart_rate,2022-11-18T12:23:08.142,404061129350898,74.62961,0.0,0.0
366,android.sensor.heart_rate,2022-11-18T12:23:09.144,404062125486190,74.58998,0.0,0.0
367,android.sensor.heart_rate,2022-11-18T12:23:10.142,404063121579463,74.57039,0.0,0.0
368,android.sensor.heart_rate,2022-11-18T12:23:11.141,404064117624005,74.26047,0.0,0.0
369,android.sensor.heart_rate,2022-11-18T12:23:12.134,404065113886679,74.221725,0.0,0.0
370,android.sensor.heart_rate,2022-11-18T12:23:13.071,404066110178756,74.221725,0.0,0.0
371,android.sensor.heart_rate,2022-11-18T12:23:14.126,404067106221659,74.16017,0.0,0.0
372,android.sensor.heart_rate,2022-11-18T12:23:15.119,404068101052362,74.15247,0.0,0.0
373,android.sensor.heart_rate,2022-11-18T12:23:16.105,404069096178111,74.12355,0.0,0.0
374,android.sensor.heart_rate,2022-11-18T12:23:17.110,404070091600761,74.01493,0.0,0.0
375,android.sensor.heart_rate,2022-11-18T12:23:18.112,404071087223996,73.903275,0.0,0.0
376,android.sensor.heart_rate,2022-11-18T12:23:19.045,404072082058512,73.903275,0.0,0.0
377,android.sensor.heart_rate,2022-11-18T12:23:20.114,404073076982831,73.80766,0.0,0.0
378,android.sensor.heart_rate,2022-11-18T12:23:21.085,404074072797156,73.479614,0.0,0.0
379,android.sensor.heart_rate,2022-11-18T12:23:22.089,404075067397932,73.07793,0.0,0.0
380,android.sensor.heart_rate,2022-11-18T12:23:23.105,404076062236294,72.61126,0.0,0.0
381,android.sensor.heart_rate,2022-11-18T12:23:24.070,404077058091513,72.549416,0.0,0.0
382,android.sensor.heart_rate,2022-11-18T12:23:25.020,404078054566083,72.549416,0.0,0.0
383,android.sensor.heart_rate,2022-11-18T12:23:26.071,404079050909636,72.367065,0.0,0.0
384,android.sensor.heart_rate,2022-11-18T12:23:27.071,404080047081995,72.20499,0.0,0.0
385,android.sensor.heart_rate,2022-11-18T12:23:28.062,404081043234784,71.81779,0.0,0.0
386,android.sensor.heart_rate,2022-11-18T12:23:29.057,404082039343687,71.60032,0.0,0.0
387,android.sensor.heart_rate,2022-11-18T12:23:30.052,404083035145492,71.573135,0.0,0.0
388,android.sensor.heart_rate,2022-11-18T12:23:30.999,404084030480417,71.573135,0.0,0.0
389,android.sensor.heart_rate,2022-11-18T12:23:32.039,404085025633639,71.56974,0.0,0.0
390,android.sensor.heart_rate,2022-11-18T12:23:33.039,404086021957085,71.850174,0.0,0.0
391,android.sensor.heart_rate,2022-11-18T12:23:34.038,404087018352517,72.44374,0.0,0.0
392,android.sensor.heart_rate,2022-11-18T12:23:35.029,404088014391370,72.95949,0.0,0.0
393,android.sensor.heart_rate,2022-11-18T12:23:36.039,404089010391552,73.02396,0.0,0.0
394,android.sensor.heart_rate,2022-11-18T12:23:36.971,404090006352414,73.02396,0.0,0.0
395,android.sensor.heart_rate,2022-11-18T12:23:38.021,404091002697488,74.03201,0.0,0.0
396,android.sensor.heart_rate,2022-11-18T12:23:39.019,404091999107094,72.968506,0.0,0.0
397,android.sensor.heart_rate,2022-11-18T12:23:40.009,404092995417071,72.93107,0.0,0.0
398,android.sensor.heart_rate,2022-11-18T12:23:41.010,404093991521016,69.29837,0.0,0.0
399,android.sensor.heart_rate,2022-11-18T12:23:42.003,404094987658141,68.45677,0.0,0.0
400,android.sensor.heart_rate,2022-11-18T12:23:42.952,404095983432461,68.45677,0.0,0.0
401,android.sensor.heart_rate,2022-11-18T12:23:43.999,404096979724717,68.35157,0.0,0.0
402,android.sensor.heart_rate,2022-11-18T12:23:45.003,404097975827135,68.33842,0.0,0.0
403,android.sensor.heart_rate,2022-11-18T12:23:46.018,404098971879360,68.39349,0.0,0.0
404,android.sensor.heart_rate,2022-11-18T12:23:46.991,404099968750927,68.414764,0.0,0.0
405,android.sensor.heart_rate,2022-11-18T12:23:47.981,404100965307060,68.42055,0.0,0.0
406,android.sensor.heart_rate,2022-11-18T12:23:48.931,404101961768117,68.42055,0.0,0.0
407,android.sensor.heart_rate,2022-11-18T12:23:49.981,404102958271400,69.284515,0.0,0.0
408,android.sensor.heart_rate,2022-11-18T12:23:50.973,404103954846905,69.39252,0.0,0.0
409,android.sensor.heart_rate,2022-11-18T12:23:51.978,404104951471632,69.40601,0.0,0.0
410,android.sensor.heart_rate,2022-11-18T12:23:52.962,404105947125400,68.9657,0.0,0.0
411,android.sensor.heart_rate,2022-11-18T12:23:53.963,404106942104896,68.91066,0.0,0.0
412,android.sensor.heart_rate,2022-11-18T12:23:54.904,404107937529749,68.91066,0.0,0.0
413,android.sensor.heart_rate,2022-11-18T12:23:55.950,404108934007087,68.90378,0.0,0.0
414,android.sensor.heart_rate,2022-11-18T12:23:56.951,404109930584119,69.942764,0.0,0.0
415,android.sensor.heart_rate,2022-11-18T12:23:57.947,404110926686192,70.15212,0.0,0.0
416,android.sensor.heart_rate,2022-11-18T12:23:58.940,404111922167518,70.66152,0.0,0.0
417,android.sensor.heart_rate,2022-11-18T12:23:59.936,404112916850595,71.05044,0.0,0.0
418,android.sensor.heart_rate,2022-11-18T12:24:00.891,404113911593295,71.05044,0.0,0.0
419,android.sensor.heart_rate,2022-11-18T12:24:01.925,404114907260030,71.2268,0.0,0.0
420,android.sensor.heart_rate,2022-11-18T12:24:02.926,404115903273952,71.66884,0.0,0.0
421,android.sensor.heart_rate,2022-11-18T12:24:03.920,404116899292454,71.72988,0.0,0.0
422,android.sensor.heart_rate,2022-11-18T12:24:04.918,404117894973683,71.746666,0.0,0.0
423,android.sensor.heart_rate,2022-11-18T12:24:05.908,404118890857283,71.748764,0.0,0.0
424,android.sensor.heart_rate,2022-11-18T12:24:06.849,404119886735380,71.748764,0.0,0.0
425,android.sensor.heart_rate,2022-11-18T12:24:07.906,404120882425346,71.74903,0.0,0.0
426,android.sensor.heart_rate,2022-11-18T12:24:08.920,404121878089794,71.74906,0.0,0.0
427,android.sensor.heart_rate,2022-11-18T12:24:09.911,404122874118018,71.46445,0.0,0.0
428,android.sensor.heart_rate,2022-11-18T12:24:10.889,404123870119727,71.40956,0.0,0.0
429,android.sensor.heart_rate,2022-11-18T12:24:11.880,404124866131921,72.38993,0.0,0.0
430,android.sensor.heart_rate,2022-11-18T12:24:12.831,404125862277073,72.38993,0.0,0.0
431,android.sensor.heart_rate,2022-11-18T12:24:13.877,404126858444315,72.3763,0.0,0.0
432,android.sensor.heart_rate,2022-11-18T12:24:14.867,404127854278169,72.37459,0.0,0.0
433,android.sensor.heart_rate,2022-11-18T12:24:15.868,404128850022842,72.374374,0.0,0.0
434,android.sensor.heart_rate,2022-11-18T12:24:16.866,404129845893321,72.674034,0.0,0.0
435,android.sensor.heart_rate,2022-11-18T12:24:17.858,404130842308813,72.76384,0.0,0.0
436,android.sensor.heart_rate,2022-11-18T12:24:18.824,404131838649312,72.76384,0.0,0.0
437,android.sensor.heart_rate,2022-11-18T12:24:19.847,404132834116897,71.79453,0.0,0.0
438,android.sensor.heart_rate,2022-11-18T12:24:20.847,404133830015850,71.98797,0.0,0.0
439,android.sensor.heart_rate,2022-11-18T12:24:21.844,404134826040444,72.48548,0.0,0.0
440,android.sensor.heart_rate,2022-11-18T12:24:22.836,404135821244838,72.63671,0.0,0.0
441,android.sensor.heart_rate,2022-11-18T12:24:23.837,404136816796358,72.853645,0.0,0.0
442,android.sensor.heart_rate,2022-11-18T12:24:24.774,404137812876923,72.853645,0.0,0.0
443,android.sensor.heart_rate,2022-11-18T12:24:25.840,404138809142652,73.06488,0.0,0.0
444,android.sensor.heart_rate,2022-11-18T12:24:26.824,404139805255302,73.25343,0.0,0.0
445,android.sensor.heart_rate,2022-11-18T12:24:27.817,404140801231072,73.41296,0.0,0.0
446,android.sensor.heart_rate,2022-11-18T12:24:28.818,404141797475852,74.54481,0.0,0.0
447,android.sensor.heart_rate,2022-11-18T12:24:29.813,404142794010163,74.675514,0.0,0.0
448,android.sensor.heart_rate,2022-11-18T12:24:30.753,404143790894435,74.675514,0.0,0.0
449,android.sensor.heart_rate,2022-11-18T12:24:31.828,404144787605770,74.83484,0.0,0.0
450,android.sensor.heart_rate,2022-11-18T12:24:32.795,404145783659857,75.00943,0.0,0.0
451,android.sensor.heart_rate,2022-11-18T12:24:33.794,404146779805008,74.15486,0.0,0.0
452,android.sensor.heart_rate,2022-11-18T12:24:34.799,404147775831695,74.75301,0.0,0.0
453,android.sensor.heart_rate,2022-11-18T12:24:35.783,404148771686907,77.903015,0.0,0.0
454,android.sensor.heart_rate,2022-11-18T12:24:36.751,404149767838470,77.903015,0.0,0.0
455,android.sensor.heart_rate,2022-11-18T12:24:37.780,404150763411359,78.35592,0.0,0.0
456,android.sensor.heart_rate,2022-11-18T12:24:38.772,404151759140070,78.41253,0.0,0.0
457,android.sensor.heart_rate,2022-11-18T12:24:39.775,404152755155519,78.36046,0.0,0.0
458,android.sensor.heart_rate,2022-11-18T12:24:40.764,404153751490606,77.82499,0.0,0.0
459,android.sensor.heart_rate,2022-11-18T12:24:41.766,404154747449582,77.08756,0.0,0.0
